"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.619981204E1,-8.861572266E-2,-1.419198761E0,1.165356628E1
7.621992304E1,-1.031355286E-1,-5.167254639E-1,1.040486298E1
7.624003304E1,-3.626957703E-1,2.502795410E-1,9.683812408E0
7.626014404E1,-3.993695068E-1,4.445755005E-1,9.311087494E0
7.628025404E1,-2.656974792E-1,4.258644104E-1,8.737480316E0
7.630036504E1,-2.336640930E-1,4.761598206E-1,8.252339172E0
7.632047604E1,-2.438429260E-1,4.441264343E-1,8.360264740E0
7.634058604E1,7.499404907E-2,4.290078735E-1,8.561446381E0
7.636069704E1,3.938310242E-1,4.751119995E-1,7.967780914E0
7.638080704E1,5.248086548E-1,9.707313538E-1,7.411687317E0
7.640091779E1,5.451663208E-1,1.340911560E0,7.192543030E0
7.642102779E1,7.062313843E-1,1.730401611E0,6.999294891E0
7.644113879E1,5.192701721E-1,1.816921692E0,7.313192139E0
7.646124979E1,1.216969299E-1,1.827998657E0,8.053402863E0
7.648135979E1,-3.836521912E-1,1.689386902E0,9.041198730E0
7.650147079E1,-7.092251587E-1,1.444196777E0,9.753717041E0
7.652158079E1,-5.156776428E-1,1.066981201E0,1.039109161E1
7.654169179E1,2.020797729E-2,7.003935242E-1,1.069495972E1
7.656180179E1,4.917274475E-1,7.888595581E-1,1.052865555E1
7.658191279E1,5.680686951E-1,1.417552185E0,1.041519150E1
7.660202379E1,2.709365845E-1,1.501228180E0,1.148471741E1
7.662213379E1,5.209167480E-1,1.152752838E0,1.269809418E1
7.664224479E1,7.433541870E-1,1.720372467E0,1.258567795E1
7.666235479E1,1.163081360E-1,1.505569153E0,1.120719452E1
7.668246579E1,7.289840698E-2,1.490001526E0,1.152872589E1
7.670257579E1,2.451901245E-1,5.358856201E-2,1.298130524E1
7.672268679E1,9.903405762E-1,-6.583309937E-1,1.233240463E1
7.674279779E1,1.182840271E0,6.137237549E-2,1.035576508E1
7.676290779E1,7.834707642E-1,1.088536377E0,9.262139282E0
7.678301879E1,9.571096802E-1,1.554068298E0,8.791967010E0
7.680312879E1,1.345701599E0,9.298663330E-1,9.125024414E0
7.682323979E1,1.625918884E0,2.872526550E-1,9.639354858E0
7.684334979E1,1.379082184E0,1.020877075E-1,9.284442902E0
7.686346079E1,4.528083801E-1,1.565744019E-1,9.066496124E0
7.688357179E1,-1.127156067E-1,4.492158508E-1,8.856931915E0
7.690368179E1,-2.851570129E-1,5.209167480E-1,8.171806641E0
7.692379279E1,1.366658020E-1,4.387376404E-1,7.618407440E0
7.694390279E1,5.783972168E-1,5.129832458E-1,7.162305908E0
7.696401379E1,4.381388855E-1,6.810836792E-1,7.179819489E0
7.698412379E1,1.669029236E-1,1.412612457E0,7.462282104E0
7.700423479E1,2.692900085E-1,1.738784180E0,7.768694916E0
7.702434579E1,3.147953796E-1,1.637145538E0,8.236023102E0
7.704445579E1,2.276765442E-1,1.279988251E0,9.303004303E0
7.706456679E1,8.801696777E-2,1.193617859E0,9.833351440E0
7.708467679E1,-2.176473999E-1,1.468146973E0,1.018482056E1
7.710478779E1,-4.793032837E-1,1.716929626E0,1.075229050E1
7.712489779E1,-5.366340637E-1,1.699715424E0,1.140583145E1
7.714500879E1,-3.252735901E-1,1.190923462E0,1.160626465E1
7.716511979E1,7.062313843E-1,5.999523926E-1,1.138756943E1
7.718522979E1,1.518292694E0,1.171014862E0,1.126033401E1
7.720534079E1,5.568420410E-1,1.357676697E0,1.057700500E1
7.722545079E1,-2.368075562E-1,1.551523590E0,1.090287735E1
7.724556179E1,-1.350192261E0,3.532653809E-1,1.241593094E1
7.726567279E1,-8.822653198E-1,-7.351213074E-1,1.271141647E1
7.728578279E1,-7.484436035E-3,-1.480720825E0,1.177646072E1
7.730589379E1,2.547702026E-1,-6.852749634E-1,1.052506302E1
7.732600379E1,-2.504292297E-1,1.372645569E-1,9.946965179E0
7.734611479E1,-8.842112732E-1,5.516029358E-1,9.808802490E0
7.736622479E1,-6.756948853E-1,6.077362061E-1,9.791438599E0
7.738633579E1,-3.740721130E-1,4.261637878E-1,9.673483887E0
7.740644742E1,-1.926493835E-1,3.526666260E-1,9.274563446E0
7.742655742E1,-5.051994324E-1,4.150868225E-1,9.244476013E0
7.744666842E1,-5.607339478E-1,5.342390442E-1,8.832532654E0
7.746677842E1,-2.793191528E-1,6.894662476E-1,8.348139954E0
7.748688942E1,1.306782532E-1,7.223977661E-1,7.796537018E0
7.750699942E1,4.444258118E-1,1.125808868E0,6.881040802E0
7.752711042E1,3.867956543E-1,1.721120911E0,6.519243164E0
7.754722142E1,-5.254074097E-2,2.063009949E0,6.884483643E0
7.756733142E1,-4.474195862E-1,2.136507111E0,7.613467712E0
7.758744242E1,-7.403604126E-1,2.042502594E0,8.273744659E0
7.760755242E1,-6.902146912E-1,1.712438965E0,8.872649231E0
7.762766342E1,-3.583547974E-1,1.350341949E0,9.404792633E0
7.764777342E1,3.293151855E-2,1.150357819E0,9.765991516E0
7.766788442E1,3.326083374E-1,1.499132538E0,1.008437943E1
7.768799542E1,2.962339783E-1,1.845961304E0,1.061442719E1
7.770810542E1,-4.490661621E-3,1.681752777E0,1.162901733E1
7.772821642E1,2.890489197E-1,1.916764069E0,1.269569916E1
7.774832642E1,3.360511780E-1,2.410138092E0,1.219723572E1
7.776843742E1,-3.754193115E-1,2.121089172E0,1.173589508E1
7.778854842E1,-1.552272034E-1,1.542542267E0,1.293265640E1
7.780865842E1,4.692741394E-1,-3.712280273E-2,1.326571381E1
7.782876942E1,1.192719727E0,-5.242098999E-1,1.235620514E1
7.784887942E1,1.228046265E0,2.725831604E-1,1.056488022E1
7.786899042E1,1.136436768E0,8.397537231E-1,9.644144897E0
7.788910042E1,1.273851013E0,4.682263184E-1,9.925260315E0
7.790921142E1,1.603315887E0,-1.151106262E-1,1.037342834E1
7.792932242E1,1.669777679E0,3.442840576E-3,9.542805634E0
7.794943242E1,1.032103729E0,4.496649170E-1,9.033414917E0
7.796954342E1,5.304968262E-1,6.276448059E-1,8.555458832E0
7.798965342E1,2.880010986E-1,4.176315308E-1,8.324189758E0
7.800976442E1,3.778143311E-1,2.393522644E-1,7.937394104E0
7.802987542E1,6.056405640E-1,8.352630615E-2,7.453450470E0
7.804998542E1,6.412664795E-1,1.058299255E-1,6.933132477E0
7.807009642E1,5.406756592E-1,2.142045593E-1,6.632407837E0
7.809020642E1,1.664538574E-1,4.781057739E-1,6.783144379E0
7.811031742E1,-2.239343262E-1,1.089135132E0,7.031627655E0
7.813042742E1,-4.261637878E-1,1.507664795E0,7.486980743E0
7.815053842E1,-4.263134766E-1,1.497186584E0,8.254434814E0
7.817064942E1,-4.328997803E-1,1.208886108E0,9.451196136E0
7.819075942E1,-2.930905151E-1,1.238524475E0,1.063238983E1
7.821087042E1,-3.372486877E-1,1.275347900E0,1.111408813E1
7.823098042E1,-5.267546082E-1,1.896406403E0,1.130598907E1
7.825109142E1,-4.733157349E-1,2.160457306E0,1.119042938E1
7.827120142E1,1.055305481E-1,1.376986542E0,1.154893387E1
7.829131242E1,1.327589264E0,1.079854431E0,1.225576401E1
7.831142342E1,9.509724426E-1,1.281036072E0,1.186537582E1
7.833153342E1,-1.369651794E-1,1.205293579E0,1.172706345E1
7.835164442E1,-1.404529266E0,2.170486450E-1,1.246996857E1
7.837175442E1,-1.628463593E0,-6.370751953E-1,1.344189743E1
7.839186542E1,-4.309538269E-1,-1.419797516E0,1.275258087E1
7.841197454E1,2.026785278E-1,-1.240320740E0,1.104508163E1
7.843208554E1,1.360670471E-1,-6.632707214E-1,9.770182800E0
7.845219654E1,-8.442443848E-2,-1.013392639E-1,9.432634735E0
7.847230654E1,-1.438508606E-1,9.729766846E-3,9.480984192E0
7.849241754E1,-1.573228455E-1,9.415420532E-2,9.440867615E0
7.851252754E1,-1.667532349E-1,2.079176331E-1,9.366472321E0
7.853263854E1,-1.537303162E-1,3.279679871E-1,8.853040009E0
7.855274854E1,8.981323242E-2,7.753875732E-1,7.942932587E0
7.857285954E1,4.327500916E-1,9.827064514E-1,7.198979645E0
7.859297054E1,7.900570679E-1,1.086740112E0,6.978338470E0
7.861308054E1,8.689430237E-1,1.178648987E0,7.236850891E0
7.863319154E1,9.369017029E-1,1.385668488E0,7.249275055E0
7.865330154E1,5.885760498E-1,1.638043671E0,7.423961792E0
7.867341254E1,1.689985657E-1,1.886676636E0,7.797734528E0
7.869352254E1,-1.678010559E-1,2.113754425E0,8.460855560E0
7.871363354E1,-3.698808289E-1,1.954036560E0,9.121880951E0
7.873374454E1,-3.308120728E-1,1.663490753E0,9.802515564E0
7.875385454E1,2.014810181E-1,1.485510864E0,1.000235001E1
7.877396554E1,8.517288208E-1,1.474882965E0,9.940977631E0
7.879407554E1,1.187630310E0,1.664987640E0,1.018437149E1
7.881418654E1,1.135239258E0,1.392703857E0,1.125015518E1
7.883429654E1,1.064286804E0,9.627978516E-1,1.204619980E1
7.885440754E1,1.115929413E0,1.698817291E0,1.208092758E1
7.887451854E1,2.095642090E-3,1.916913757E0,1.129386429E1
7.889462854E1,-3.930825806E-1,2.213896179E0,1.189666077E1
7.891473954E1,9.879455566E-3,7.659571838E-1,1.294103897E1
7.893484954E1,9.276210022E-1,-5.328918457E-1,1.287757095E1
7.895496054E1,1.177451477E0,-8.515791321E-1,1.164099243E1
7.897507054E1,1.237177277E0,5.369334412E-1,9.682016144E0
7.899518154E1,1.168170776E0,1.356778564E0,8.467142487E0
7.901529254E1,1.255139923E0,1.387614441E0,8.375982056E0
7.903540254E1,1.327140198E0,5.816903687E-1,9.218729553E0
7.905551354E1,1.128952332E0,3.007246399E-1,9.584419098E0
7.907562354E1,5.580395508E-1,9.295669556E-2,9.700427856E0
7.909573454E1,7.559280396E-2,3.230282593E-1,9.607920227E0
7.911584454E1,-2.547702026E-1,5.191204834E-1,8.672814789E0
7.913595554E1,-1.796264648E-1,4.799020386E-1,7.291038208E0
7.915606654E1,1.128652954E-1,6.141728210E-1,6.871610413E0
7.917617654E1,8.996292114E-2,7.571255493E-1,7.520810394E0
7.919628754E1,1.013392639E-1,1.257684631E0,7.498506775E0
7.921639754E1,5.598358154E-2,1.840572510E0,7.227719879E0
7.923650854E1,1.875599670E-1,1.917811890E0,7.599097595E0
7.925661854E1,1.625619507E-1,1.718426514E0,8.727750549E0
7.927672954E1,-6.077362061E-2,1.338217163E0,9.711953888E0
7.929684054E1,-1.926493835E-1,1.332978058E0,1.044842239E1
7.931695054E1,-2.719844055E-1,1.299447784E0,1.072594528E1
7.933706154E1,-3.076103210E-1,1.352437592E0,1.143741577E1
7.935717154E1,-1.721420288E-2,1.398242340E0,1.129865433E1
7.937728254E1,5.508544922E-1,1.189426575E0,1.071561676E1
7.939739337E1,1.453926544E0,1.480571136E0,1.110465775E1
7.941750438E1,1.300944672E0,1.605411530E0,1.121093674E1
7.943761437E1,6.180647278E-1,1.862576752E0,1.125614273E1
7.945772538E1,-1.715432739E-1,1.794767761E0,1.120599701E1
7.947783637E1,-5.264552307E-1,1.063688049E0,1.124940674E1
7.949794638E1,-3.475772095E-1,-8.238867188E-1,1.209484863E1
7.951805737E1,5.348377991E-1,-1.886377258E0,1.283401154E1
7.953816737E1,7.803273010E-1,-2.396965485E0,1.247880020E1
7.955827837E1,4.513114929E-1,-1.184935913E0,1.128054199E1
7.957838837E1,-5.492079163E-1,-1.088237000E-1,1.031983978E1
7.959849938E1,-6.878196716E-1,1.058748322E0,9.154064026E0
7.961861038E1,-3.918850708E-1,1.486259308E0,8.082292786E0
7.963872038E1,-3.758683777E-1,1.059047699E0,7.987988892E0
7.965883137E1,-3.519181824E-1,5.200186157E-1,8.424331512E0
7.967894137E1,-3.082090759E-1,6.033952332E-1,8.152197418E0
7.969905237E1,-3.309617615E-1,8.542735291E-1,8.390950928E0
7.971916237E1,-2.406994629E-1,8.503816223E-1,8.108039246E0
7.973927338E1,4.640350342E-2,9.235794067E-1,7.540419617E0
7.975938337E1,1.384620667E-1,9.674382019E-1,7.528594208E0
7.977949438E1,1.916015625E-1,1.151106262E0,7.676486664E0
7.979960537E1,-2.594105530E-1,1.077309723E0,7.910899200E0
7.981971537E1,-8.996292114E-1,1.539249115E0,8.235424347E0
7.983982637E1,-9.638456726E-1,1.897304535E0,8.346493378E0
7.985993637E1,-7.114704895E-1,1.640588379E0,9.081315308E0
7.988004738E1,-3.900888062E-1,1.470691681E0,9.565857697E0
7.990015737E1,-9.011260986E-2,1.594484253E0,9.970466309E0
7.992026838E1,1.037342834E-1,1.850751343E0,1.034483780E1
7.994037838E1,-3.712280273E-2,1.789678345E0,1.141256744E1
7.996048938E1,2.387535095E-1,2.033072205E0,1.233988907E1
7.998060037E1,3.586541748E-1,2.014810181E0,1.137664215E1
8.000071037E1,-4.969665527E-2,1.521436157E0,1.130524063E1
8.002082138E1,-9.804611206E-2,8.966354370E-1,1.311228287E1
8.004093137E1,2.574645996E-1,1.612147522E-1,1.244991028E1
8.006104238E1,5.014572144E-1,4.165837097E-1,1.100002533E1
8.008115238E1,5.373825073E-1,1.073268127E0,1.009261230E1
8.010126338E1,5.706134033E-1,1.262774048E0,9.248367920E0
8.012137437E1,7.524851990E-1,1.110540619E0,9.881102142E0
8.014148437E1,9.928852844E-1,5.218148804E-1,1.040905426E1
8.016159538E1,1.091679840E0,4.161346436E-1,1.005309448E1
8.018170537E1,6.767427063E-1,5.861810303E-1,9.694440308E0
8.020181638E1,1.769320679E-1,5.842350769E-1,9.745334473E0
8.022192638E1,3.538641357E-1,2.965333557E-1,9.513915710E0
8.024203738E1,6.186634827E-1,1.538800049E-1,8.832682343E0
8.026214738E1,8.698411560E-1,-1.721420288E-2,7.914192352E0
8.028225837E1,8.249345398E-1,1.104702759E-1,7.671546936E0
8.030236938E1,6.548881531E-1,5.900729370E-1,7.651488647E0
8.032247937E1,6.179150391E-1,9.614506531E-1,7.407496033E0
8.034259038E1,4.784051514E-1,1.216669922E0,7.806266785E0
8.036270038E1,5.041516113E-1,1.204245758E0,8.436605988E0
8.038281138E1,3.680845642E-1,1.151854706E0,8.920100555E0
8.040292113E1,1.782792664E-1,1.002165985E0,9.712552643E0
8.042303213E1,-9.714797974E-2,6.087840271E-1,1.060694275E1
8.044314213E1,-2.371069336E-1,7.122189331E-1,1.121497833E1
8.046325312E1,-3.987707520E-1,1.164727936E0,1.172721313E1
8.048336313E1,-2.827619934E-1,1.399739227E0,1.089464447E1
8.050347412E1,1.294807434E-1,1.458117828E0,1.083521805E1
8.052358513E1,7.924520874E-1,2.027234344E0,1.121812180E1
8.054369513E1,1.980381775E-1,1.849254456E0,1.061577438E1
8.056380613E1,-9.051676941E-1,1.925296326E0,1.063897614E1
8.058391613E1,-1.711989899E0,1.034349060E0,1.204754700E1
8.060402712E1,-9.217831421E-1,-1.859133911E-1,1.252744904E1
8.062413713E1,-7.918533325E-2,-9.755213928E-1,1.180340469E1
8.064424812E1,-1.152603149E-2,-2.709365845E-1,1.102577179E1
8.066435812E1,-1.901046753E-1,5.969586182E-1,9.893825684E0
8.068446913E1,-1.618135071E-1,6.960525513E-1,9.177116089E0
8.070458013E1,-5.388793945E-2,3.891906738E-1,9.560618591E0
8.072469013E1,-2.418969727E-1,1.401086426E-1,9.230405273E0
8.074480112E1,-5.457650757E-1,9.264234924E-1,8.412955170E0
8.076491113E1,-7.875123596E-1,1.100511475E0,7.835905151E0
8.078502212E1,-2.318678284E-1,9.927355957E-1,6.776109009E0
8.080513212E1,2.378553772E-1,6.206094360E-1,7.849975891E0
8.082524313E1,6.194119263E-1,3.980223083E-1,8.691525879E0
8.084535312E1,6.750961304E-1,5.087919617E-1,7.889194336E0
8.086546413E1,3.481759644E-1,1.513802032E0,7.237449646E0
8.088557413E1,-8.906478882E-2,2.117346954E0,7.430548096E0
8.090568513E1,5.733078003E-2,1.973645782E0,8.271948395E0
8.092579513E1,5.239105225E-3,1.115031281E0,9.128616943E0
8.094590612E1,-1.752854919E-1,1.068478088E0,1.001447479E1
8.096601712E1,-1.740879822E-1,1.363065491E0,1.000639160E1
8.098612712E1,-1.851649475E-1,1.885179749E0,9.738598480E0
8.100623813E1,1.347198486E-2,2.048041077E0,9.981393585E0
8.102634813E1,-3.637435913E-2,1.553319855E0,1.068073929E1
8.104645913E1,-3.610491943E-1,1.141226807E0,1.140837616E1
8.106656913E1,-1.841171265E-1,1.644929352E0,1.171463928E1
8.108668012E1,-7.409591675E-2,1.852846985E0,1.069151688E1
8.110679013E1,4.101470947E-2,1.419647827E0,1.087743027E1
8.112690112E1,-7.080276489E-2,6.274951172E-1,1.207149719E1
8.114701112E1,2.664459229E-2,3.662882996E-1,1.210188400E1
8.116712212E1,4.147874451E-1,1.004411316E0,1.092278595E1
8.118723313E1,5.441184998E-1,1.604513397E0,9.863438873E0
8.120734313E1,6.258485413E-1,1.912123718E0,9.455686798E0
8.122745412E1,4.656816101E-1,1.461860046E0,1.013063324E1
8.124756413E1,5.996530151E-1,8.649014282E-1,1.013557297E1
8.126767512E1,6.001020813E-1,8.666976929E-1,9.928553467E0
8.128778512E1,2.487826538E-1,6.732998657E-1,9.718839569E0
8.130789612E1,-1.468446350E-1,3.739224243E-1,9.742041321E0
8.132800612E1,-3.447331238E-1,3.019221497E-1,9.308692474E0
8.134811713E1,-3.415896606E-1,2.453398132E-1,8.221652985E0
8.136822712E1,-2.383044434E-1,2.607577515E-1,7.755372620E0
8.138833813E1,-1.526824951E-2,4.267625427E-1,8.316855011E0
8.140844767E1,4.430786133E-1,6.134243774E-1,8.263116760E0
8.142855867E1,6.357279968E-1,8.626560974E-1,7.925568695E0
8.144866867E1,5.921685791E-1,1.128652954E0,7.644303589E0
8.146877967E1,1.356179810E-1,1.305285645E0,8.244405670E0
8.148889067E1,-2.148033142E-1,1.353036346E0,8.994944916E0
8.150900067E1,-5.520520020E-1,1.422491913E0,9.607171783E0
8.152911167E1,-5.664221191E-1,1.654509430E0,9.506281586E0
8.154922167E1,-5.263055420E-1,1.574126587E0,9.805659027E0
8.156933267E1,-7.026388550E-1,1.554517365E0,1.066487228E1
8.158944267E1,-5.776487732E-1,1.614692230E0,1.059227325E1
8.160955367E1,2.842588806E-1,1.744622040E0,1.010758118E1
8.162966367E1,5.041516113E-1,1.432970123E0,9.884395294E0
8.164977467E1,-1.678010559E-1,1.460063782E0,1.066606979E1
8.166988467E1,-1.082399139E0,1.400787048E0,1.176433594E1
8.168999567E1,-1.359173584E0,2.984793091E-1,1.200593353E1
8.171010567E1,-6.099815369E-1,-4.793032837E-1,1.229588058E1
8.173021667E1,-5.852828979E-2,-6.710545349E-1,1.196746353E1
8.175032667E1,-4.146377563E-2,-6.526428223E-2,1.081605789E1
8.177043767E1,-6.412664795E-1,4.996609497E-1,9.617799683E0
8.179054767E1,-1.039887543E0,1.161584473E0,9.436975708E0
8.181065867E1,-9.568103027E-1,1.002764740E0,9.267378387E0
8.183076867E1,-5.499563599E-1,4.011657715E-1,9.084009705E0
8.185087967E1,-8.755293274E-1,1.779798889E-1,9.432784424E0
8.187099067E1,-1.148262177E0,3.197351074E-1,9.823921051E0
8.189110067E1,-8.991801453E-1,2.794688416E-1,9.455836487E0
8.191121167E1,-2.591111755E-1,2.658471680E-1,8.846753082E0
8.193132167E1,9.864486694E-2,3.811074829E-1,8.044122162E0
8.195143267E1,1.868115234E-1,9.392967224E-1,7.355853424E0
8.197154267E1,-4.939727783E-3,1.548978882E0,7.001839600E0
8.199165367E1,-3.977229309E-1,2.054926758E0,7.019951935E0
8.201176367E1,-4.689747620E-1,2.294279022E0,7.424560547E0
8.203187467E1,-4.825964355E-1,1.689386902E0,8.628506927E0
8.205198467E1,-3.694317627E-1,1.178648987E0,9.473799133E0
8.207209567E1,-4.571493530E-1,9.249266052E-1,1.052970337E1
8.209220567E1,-1.073268127E-1,1.146914978E0,1.041893372E1
8.211231667E1,1.001417542E-1,1.462159424E0,1.000594254E1
8.213242667E1,-1.945953369E-1,1.554517365E0,1.070618637E1
8.215253767E1,-2.366578674E-1,1.539249115E0,1.182750458E1
8.217264767E1,-2.484832764E-2,1.840572510E0,1.215083221E1
8.219275867E1,-3.550616455E-1,1.934876404E0,1.178454391E1
8.221286867E1,-5.126838684E-1,1.664987640E0,1.178843582E1
8.223297967E1,-7.047344971E-1,7.059320068E-1,1.302441559E1
8.225308967E1,-3.162922668E-1,-2.600093079E-1,1.354518265E1
8.227320067E1,9.879455566E-2,-6.499484253E-1,1.254720795E1
8.229331067E1,4.065545654E-1,8.352630615E-2,1.074929672E1
8.231342167E1,3.815565491E-1,6.988966370E-1,9.566007385E0
8.233353167E1,5.037025452E-1,1.113085327E0,9.215436401E0
8.235364267E1,8.153544617E-1,8.054750061E-1,9.192084961E0
8.237375367E1,1.042132874E0,4.694238281E-1,9.060209198E0
8.239386367E1,7.876620483E-1,4.158352661E-1,8.757837982E0
8.241397538E1,3.149450684E-1,4.258644104E-1,8.234975281E0
8.243408538E1,-3.323089600E-2,3.242257690E-1,7.875872040E0
8.245419637E1,-1.260379028E-1,1.968406677E-1,7.975564728E0
8.247430638E1,-9.041198730E-2,2.272274780E-1,7.857909393E0
8.249441737E1,-1.803749084E-1,5.905220032E-1,7.486831055E0
8.251452737E1,-1.742376709E-1,1.209933929E0,7.140900421E0
8.253463838E1,-5.044509888E-2,1.483564911E0,7.026987305E0
8.255474837E1,-5.239105225E-3,1.728605347E0,7.180118866E0
8.257485938E1,-2.469863892E-1,1.583407288E0,8.043673096E0
8.259496938E1,-3.031196594E-1,1.382525024E0,9.136849823E0
8.261508038E1,-1.213975525E-1,1.306932220E0,9.824370117E0
8.263519038E1,-2.924917603E-1,1.350341949E0,1.041504181E1
8.265530137E1,-3.954776001E-1,1.679806824E0,1.082713486E1
8.267541138E1,-5.158273315E-1,1.573228455E0,1.079420334E1
8.269552237E1,-5.263055420E-1,1.159189453E0,1.098700241E1
8.271563237E1,1.157093811E-1,7.967930603E-1,1.184846100E1
8.273574338E1,7.566764832E-1,1.106499023E0,1.230067062E1
8.275585337E1,-5.044509888E-2,1.016685791E0,1.182989960E1
8.277596438E1,-9.476792908E-1,1.188678131E0,1.208302322E1
8.279607438E1,-1.487157440E0,1.808239746E-1,1.265228943E1
8.281618538E1,-1.038091278E0,-2.718347168E-1,1.259435989E1
8.283629538E1,-4.447251892E-1,-2.450404358E-1,1.150477570E1
8.285640637E1,-2.034269714E-1,3.053649902E-1,1.016566040E1
8.287651638E1,-3.682342529E-2,6.216572571E-1,9.508377228E0
8.289662737E1,1.700463867E-1,5.569917297E-1,8.894204407E0
8.291673737E1,1.856140137E-1,5.430706787E-1,8.852441254E0
8.293684838E1,-1.064286804E-1,8.144563293E-1,9.127269745E0
8.295695837E1,-3.607498169E-1,8.610095215E-1,8.306676178E0
8.297706938E1,-3.620970154E-1,7.286846924E-1,7.337142334E0
8.299717938E1,4.595443726E-2,6.268963623E-1,6.790030060E0
8.301729038E1,3.167413330E-1,5.605842590E-1,7.452103271E0
8.303740038E1,5.640270996E-1,7.342231750E-1,7.951464844E0
8.305751137E1,8.264314270E-1,1.211580505E0,7.049141235E0
8.307762138E1,7.289840698E-1,1.676363983E0,6.923851776E0
8.309773237E1,1.547781372E-1,1.955832825E0,7.974666595E0
8.311784237E1,-6.240522766E-1,1.442250824E0,9.582024078E0
8.313795338E1,-8.068222046E-1,8.901988220E-1,1.058883041E1
8.315806337E1,-6.171665955E-1,2.384541321E-1,1.128353577E1
8.317817438E1,-1.215472412E-1,-1.181044006E-1,1.111319000E1
8.319828438E1,6.629713440E-1,5.933660889E-1,9.909992065E0
8.321839538E1,5.671705627E-1,1.233435059E0,9.972561951E0
8.323850538E1,2.664459229E-2,1.504820709E0,1.130030090E1
8.325861637E1,2.278262329E-1,1.294508057E0,1.224483673E1
8.327872638E1,3.203338623E-2,1.360371094E0,1.243568985E1
8.329883737E1,-6.213578796E-1,1.305285645E0,1.138233032E1
8.331894737E1,-8.647517395E-1,1.334325256E0,1.195923065E1
8.333905838E1,-5.653742981E-1,4.267625427E-1,1.295046936E1
8.335916837E1,4.787045288E-1,1.661544800E-2,1.187450684E1
8.337927938E1,7.839198303E-1,1.492396545E-1,1.054542068E1
8.339938929E1,5.354365540E-1,6.617738342E-1,1.019589752E1
8.341950029E1,5.147795105E-1,6.831793213E-1,1.001821701E1
8.343961029E1,8.931925964E-1,4.355941772E-1,9.783954163E0
8.345972129E1,9.497749329E-1,3.014730835E-1,9.507928162E0
8.347983129E1,6.141728210E-1,4.213737488E-1,9.063202972E0
8.349994229E1,1.663041687E-1,4.457730103E-1,8.571325836E0
8.352005229E1,-3.592529297E-2,2.984793091E-1,8.200995941E0
8.354016329E1,-2.724334717E-2,1.669029236E-1,7.716453552E0
8.356027329E1,4.625381470E-2,1.874102783E-1,7.285050659E0
8.358038429E1,-7.619155884E-2,2.465373230E-1,7.150779877E0
8.360049429E1,-1.401086426E-1,5.831872559E-1,6.978488159E0
8.362060529E1,-7.933502197E-2,1.099613342E0,6.766678619E0
8.364071529E1,5.403762817E-2,1.479822693E0,6.961273956E0
8.366082629E1,9.505233765E-2,1.725461884E0,7.544161835E0
8.368093629E1,-2.644999695E-1,1.482816467E0,8.734486542E0
8.370104729E1,-1.778302002E-1,1.151255951E0,9.796827393E0
8.372115729E1,-1.410067749E-1,7.568261719E-1,1.049722092E1
8.374126829E1,-3.697311401E-1,6.191125488E-1,1.186313049E1
8.376137829E1,-3.852987671E-1,7.194039917E-1,1.256921219E1
8.378148929E1,-1.504371643E-1,5.724096680E-1,1.191866501E1
8.380159929E1,5.724096680E-1,7.792794800E-1,1.142095001E1
8.382171029E1,8.626560974E-1,1.149908752E0,1.188932602E1
8.384182029E1,3.647914124E-1,8.960366821E-1,1.178903458E1
8.386193129E1,-8.232879639E-2,6.963519287E-1,1.111199249E1
8.388204129E1,-4.733157349E-1,-1.113684082E-1,1.075663147E1
8.390215229E1,-7.361691284E-1,-1.067579956E0,1.146346161E1
8.392226229E1,-9.232800293E-1,-1.070873108E0,1.208556793E1
8.394237329E1,-1.304088135E0,-6.072871399E-1,1.143726608E1
8.396248329E1,-1.589843903E0,7.783813477E-3,1.033630554E1
8.398259429E1,-1.563049622E0,2.335144043E-2,1.003602997E1
8.400270429E1,-1.122964783E0,5.239105225E-2,9.552535400E0
8.402281529E1,-9.355545044E-1,-1.092727661E-1,8.984766083E0
8.404292529E1,-1.061442719E0,2.034269714E-1,9.065747681E0
8.406303629E1,-1.114282837E0,3.128494263E-1,9.479187927E0
8.408314629E1,-7.153623962E-1,8.232879639E-3,9.025182037E0
8.410325629E1,-1.896556091E-1,-4.236190796E-2,8.406069489E0
8.412336729E1,1.971400452E-1,7.933502197E-2,7.863747253E0
8.414347729E1,2.615061951E-1,3.192860413E-1,7.733518066E0
8.416358829E1,2.686912537E-1,7.099736023E-1,7.114405518E0
8.418369829E1,-2.439926147E-2,1.106199646E0,6.961723022E0
8.420380929E1,-2.670446777E-1,1.478026428E0,7.133116608E0
8.422391929E1,-4.523593140E-1,1.278191986E0,8.000413055E0
8.424403029E1,-5.754034424E-1,9.172924805E-1,8.912167053E0
8.426414029E1,-7.521858215E-1,8.813671875E-1,9.801168365E0
8.428425129E1,-5.276527405E-1,6.956034851E-1,1.016940262E1
8.430436129E1,1.457968140E-1,7.015910339E-1,1.050171158E1
8.432447229E1,1.459465027E-1,8.529263306E-1,1.098520615E1
8.434458229E1,3.697311401E-2,1.159039764E0,1.167991150E1
8.436469329E1,3.797602844E-1,1.605710907E0,1.245559845E1
8.438480329E1,-1.001417542E-1,1.502725067E0,1.180130905E1
8.440491392E1,-5.099894714E-1,1.418450317E0,1.157962006E1
8.442502392E1,-7.676037598E-1,1.550775146E-1,1.302471497E1
